,number,form.health_centre_information.facility_name,form.facility_gps,form.health_centre_information.location_information.region_province,form.health_centre_information.location_information.district,form.health_centre_information.location_information.chiefdom,form.health_centre_information.location_information.facility_location,form.health_centre_information.facility_type,form.health_centre_information.facility_type_other,form.health_centre_information.managing_authority,form.health_centre_information.managing_authority_other,form.health_centre_information.setting,form.health_centre_information.outpatient_only,form.health_centre_information.capacity.number_consultation_rooms,form.health_centre_information.capacity.number_inpatient_beds,form.health_centre_information.capacity.number_maternity_beds,form.health_centre_information.group_number_employed.list_community_health_officer.cho_number_in_post,form.health_centre_information.group_number_employed.list_community_health_officer.cho_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_health_technician.cht_number_in_post,form.health_centre_information.group_number_employed.list_community_health_technician.cht_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_health_assistant.cha_number_in_post,form.health_centre_information.group_number_employed.list_community_health_assistant.cha_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_midwives.cm_number_in_post,form.health_centre_information.group_number_employed.list_community_midwives.cm_number_present_at_visit,form.health_centre_information.group_number_employed.list_sechn.sechn_number_in_post,form.health_centre_information.group_number_employed.list_sechn.sechn_number_present_at_visit,form.health_centre_information.group_number_employed.list_laboratory_technicians.lab_tech_number_in_post,form.health_centre_information.group_number_employed.list_laboratory_technicians.lab_tech_number_present_at_visit,form.health_centre_information.group_number_employed.list_mch_aides.mch_aides_number_in_post,form.health_centre_information.group_number_employed.list_mch_aides.mch_aides_number_present_at_visit,form.health_centre_information.group_number_employed.list_cleaner_porter.cleaner_porter_number_in_post,form.health_centre_information.group_number_employed.list_cleaner_porter.cleaner_porter_number_present_at_visit,form.health_centre_information.group_number_employed.list_other.other_number_in_post,form.health_centre_information.group_number_employed.list_other.other_number_present_at_visit,form.health_centre_information.group_number_employed.list_other.other_staff_cadre,form.sections_to_review,form.consultations.head_count.month_1,form.consultations.head_count.month_2,form.consultations.head_count.month_3,form.consultations.head_count.month_4,form.consultations.general_outpatient.month_1,form.consultations.general_outpatient.month_2,form.consultations.general_outpatient.month_3,form.consultations.general_outpatient.month_4,form.consultations.deliveries.month_1,form.consultations.deliveries.month_2,form.consultations.deliveries.month_3,form.consultations.deliveries.month_4,form.consultations.pent_vaccines.month_1,form.consultations.pent_vaccines.month_2,form.consultations.pent_vaccines.month_3,form.consultations.pent_vaccines.month_4,form.ql_human_resources.choice_labels,form.ql_human_resources.hr_focal_point,form.ql_human_resources.hr_staff_received_info,form.ql_human_resources.hr_healthcare_provider_training,form.ql_human_resources.hr_healthcare_provider_revised_training,form.ql_human_resources.hr_daily_staff_list,form.ql_information_education_communication.choice_labels,form.ql_information_education_communication.iec_handwashing_procedure,form.ql_information_education_communication.iec_physical_distancing,form.ql_information_education_communication.iec_covering_nose_mouth,form.ql_information_education_communication.iec_early_symptom_recognition,form.ql_information_education_communication.iec_when_facility_vs_home,form.ql_information_education_communication.iec_rational_ppe_use,form.ql_information_education_communication.iec_helpline_number,form.ql_surveillance.choice_labels,form.ql_surveillance.surv_procedure_for_notification,form.ql_surveillance.surv_official_case_definition,form.ql_surveillance.surv_hotline_number,form.ql_surveillance.surv_timely_data_reported_to_district,form.ql_triage_and_early_recognition.choice_labels,form.ql_triage_and_early_recognition.ter_screening_area_set_up,form.ql_triage_and_early_recognition.ter_symptom_screening_questionnaires,form.ql_triage_and_early_recognition.ter_temperature_measurement_at_triage,form.ql_triage_and_early_recognition.ter_physical_distancing_in_waiting,form.ql_triage_and_early_recognition.ter_separate_waiting_for_symptomatic,form.ql_chw.choice_labels,form.ql_chw.chw_trained_precautions,form.ql_chw.chw_trained_community_service,form.ql_chw.chw_drugs,form.ql_chw.chw_gloves,form.ql_chw.chw_masks,form.ql_chw.chw_iec_materials,form.ql_isolation_physical_distancing.choice_labels,form.ql_isolation_physical_distancing.iso_designated_isolation_for_suspected,form.ql_isolation_physical_distancing.iso_distance_between_patients_in_waiting,form.ql_isolation_physical_distancing.iso_distance_between_patient_beds,form.ql_isolation_physical_distancing.iso_transfer_referral_protocol,form.grp_infection_prevention_and_control.ql_ppe.choice_labels,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_medical_masks,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_disp_surgical_masks,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_eye_protection,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_examination_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_surgical_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_long_cuffed_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_heavy_duty_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_long_sleeved_gown,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_waterproof_aprons,form.grp_infection_prevention_and_control.ql_ppe_plan.choice_labels,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_staff_trained_on_ppe,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_ppe_poster_displayed,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_fit_test_kit,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_contingency_for_shortages,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.choice_labels,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_colour_coded_bins,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_clinical_waste_bags,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_laundry_receptacles_at_patient_rooms,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_incinerator,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.choice_labels,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_clean_running_water,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_hand_soap,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_liquid_soap,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_disp_hand_towels,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_alcohol_based_hand_gel,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.choice_labels,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_facility_disinfection,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_equipment_sterilisation,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_environmental_disinfectant,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_cleaning_schedule_in_toilets,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_corpse_handling,form.ql_logistics_patient_and_sample_transfer.choice_labels,form.ql_logistics_patient_and_sample_transfer.log_referral_plan,form.ql_logistics_patient_and_sample_transfer.log_cellphone_landline_swradio,form.ql_logistics_patient_and_sample_transfer.log_tracer_drugs,form.ql_logistics_patient_and_sample_transfer.log_albendazole,form.ql_logistics_patient_and_sample_transfer.log_amoxicillin,form.ql_logistics_patient_and_sample_transfer.log_ampicillin,form.ql_logistics_patient_and_sample_transfer.log_chlorhexidine_5,form.question10.log_chlorhexidine_7,form.question10.choice_labels,form.question10.log_gentamicin,form.question10.log_folic,form.question10.log_ferrous_and_folic,form.question10.log_compound_sodium,form.question10.log_co_trimoxazole_400,form.question10.log_co_trimoxazole_200,form.question6.choice_labels,form.question6.log_metronidazole_250,form.question6.log_metronidazole_200,form.question6.log_methyldopa,form.question6.log_magnesium_sulphate,form.question6.log_lidocaine,form.question6.log_ibuprofen,form.question2.choice_labels,form.question2.log_surgical_spirit,form.question2.log_sodium_chloride,form.question2.log_povidone,form.question2.log_paracetamol_500,form.question2.log_paracetamol_250,form.question2.log_ors,form.question7.choice_labels,form.question7.log_gauze,form.question7.log_cotton_wool,form.question7.log_cannula_iv_20,form.question7.log_cannula_iv_24,form.question7.log_zinc_sulphate,form.question7.log_water,form.question4.choice_labels,form.question4.log_needle_23,form.question4.log_needle_21,form.question4.log_glove_giving,form.question4.log_glove_surgical,form.question4.log_glove_gyn,form.question4.log_glove_exam,form.question1.choice_labels,form.question1.log_tape,form.question1.log_syringe,form.question1.log_oxytocin,form.question1.log_diazepam,form.question1.log_misoprostol,form.question1.log_glucose,form.consultations.head_count.monthly_average_head_counts,form.consultations.general_outpatient.monthly_average_general_outpatient,form.consultations.deliveries.monthly_average_deliveries,form.consultations.pent_vaccines.monthly_average_pent_vaccines,form.ql_human_resources.score_human_resources,form.ql_human_resources.score_max_human_resources,form.ql_information_education_communication.score_information_education_communication,form.ql_information_education_communication.score_max_information_education_communication,form.ql_surveillance.score_surveillance,form.ql_surveillance.score_max_surveillance,form.ql_triage_and_early_recognition.score_triage_and_early_recognition,form.ql_triage_and_early_recognition.score_max_triage_and_early_recognition,form.ql_chw.score_chw,form.ql_chw.score_max_chw,form.ql_isolation_physical_distancing.score_isolation,form.ql_isolation_physical_distancing.score_max_isolation,form.grp_infection_prevention_and_control.ql_ppe.score_infection_prevention_and_control_ppe,form.grp_infection_prevention_and_control.ql_ppe.score_max_infection_prevention_and_control_ppe,form.grp_infection_prevention_and_control.ql_ppe_plan.score_infection_prevention_and_control_ppe_plan,form.grp_infection_prevention_and_control.ql_ppe_plan.score_max_infection_prevention_and_control_ppe_plan,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.score_infection_prevention_and_control_waste_collection_and_disposal,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.score_max_infection_prevention_and_control_waste_collection_and_disposal,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.score_infection_prevention_and_control_water_sanitation_and_hygiene,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.score_max_infection_prevention_and_control_water_sanitation_and_hygiene,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.score_infection_prevention_and_control_disinfection_and_sterilization,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.score_max_infection_prevention_and_control_disinfection_and_sterilization,form.grp_infection_prevention_and_control.score_infection_prevention_and_control,form.grp_infection_prevention_and_control.score_max_infection_prevention_and_control,form.question1.score_logistics_patient_and_sample_transfer,form.question1.score_max_logistics_patient_and_sample_transfer,form.score_total,form.score_max_total
111,111,Jill CHp,"-49.372976, 98.546245",Nothern,Bombali,Washington,East Kaitlynburgh,community_health_post,---,government_public,---,rural,yes,2,3,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,2,1,1,1,TBA,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,414,434,399,481,127,104,73,96,8,7,10,3,13,8,7,7,,completed,completed,completed,completed,completed,,displayed,displayed,displayed,displayed,displayed,displayed,displayed,,fully_operational,fully_operational,fully_operational,fully_operational,,partially_operational,not_in_place,not_in_place,fully_operational,fully_operational,,adequate,adequate,adequate,adequate,adequate,adequate,,partially_operational,partially_operational,partially_operational,fully_operational,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,,available_fully_achieved,not_available,not_available,available_fully_achieved,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,,sufficient_supplies,risk_of_shortage,risk_of_shortage,not_available,not_available,,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,,available,not_available,,available,available,available,not_available,available,,available,available,not_available,available,available,not_available,,available,not_available,available,available,not_available,available,,available,available,available,available,not_available,available,,available,available,available,not_available,available,available,,available,,available,available,available,available,,available,available,available,available,not_available,not_available,432,100,7,8.75,5,5,7,7,4,4,2.5,5,5,6,2.5,4,9,9,2,4,4,4,2,5,3,5,20,27,30,44,76,102
112,112,Timothy MCHP,"17.4485175, -114.789648",Northern,Koinadugu,Tennessee,Lisahaven,community_health_post,---,government_public,---,peri_urban,yes,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,4,4,TBA,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,467,408,439,405,258,233,241,255,8,6,5,8,26,39,42,28,,not_completed,completed,partially_completed,not_completed,completed,,displayed,not_displayed,displayed,displayed,displayed,displayed,displayed,,not_in_place,not_in_place,fully_operational,fully_operational,,fully_operational,not_in_place,not_in_place,fully_operational,fully_operational,,adequate,adequate,adequate,adequate,adequate,adequate,,not_in_place,fully_operational,fully_operational,fully_operational,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,,available_fully_achieved,not_available,available_fully_achieved,available_fully_achieved,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,,available,available,,available,available,not_available,not_available,not_available,,available,not_available,not_available,available,available,not_available,,not_available,,available,available,available,available,,not_available,available,available,available,not_available,available,,not_available,available,available,available,available,available,,not_available,not_available,available,available,available,available,,not_available,available,available,available,not_available,not_available,429.75,246.75,6.75,33.75,2.5,5,6,7,2,4,3,5,5,6,3,4,8,9,3,4,4,4,4,5,4,5,23,27,26,44,70.5,102
113,113,Melissa Clinic,"-29.0475445, -115.874086",Northern,Koinadugu,Tennessee,Andreachester,community_health_post,---,government_public,---,peri_urban,yes,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,3,3,TBA,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,564,612,599,775,373,474,404,419,18,13,20,20,17,17,15,16,,not_completed,completed,partially_completed,partially_completed,completed,,displayed,displayed,displayed,displayed,displayed,displayed,displayed,,fully_operational,fully_operational,fully_operational,fully_operational,,not_in_place,fully_operational,fully_operational,fully_operational,fully_operational,,partial,not_in_place,adequate,adequate,adequate,adequate,,not_in_place,fully_operational,fully_operational,fully_operational,,sufficient_supplies,sufficient_supplies,not_available,not_available,not_available,not_available,not_available,not_available,sufficient_supplies,,available_fully_achieved,available_fully_achieved,not_available,available_fully_achieved,,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,,sufficient_supplies,not_available,not_available,not_available,not_available,,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,,available,available,available,partially_available,partially_available,not_available,partially_available,not_available,,partially_available,not_available,not_available,not_available,partially_available,not_available,,not_available,not_available,partially_available,available,not_available,not_available,,not_available,available,available,partially_available,not_available,available,,not_available,available,not_available,partially_available,partially_available,not_available,,not_available,not_available,available,not_available,not_available,not_available,,not_available,not_available,available,not_available,not_available,not_available,637.5,417.5,17.75,16.25,3,5,7,7,4,4,4,5,4,6,3,4,3,9,3,4,3,4,1,5,3,5,13,27,14.5,44,52.5,102
114,114,Shawn Hospital/CHC,"-1.788974, 4.141448",Southern,Bonthe,California,East Tammy,mch_post,---,government_public,---,peri_urban,no,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,---,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,249,192,245,244,294,231,254,285,5,6,7,9,6,5,6,5,,completed,partially_completed,partially_completed,not_completed,not_completed,,not_displayed,not_displayed,not_displayed,displayed,not_displayed,displayed,not_displayed,,not_in_place,not_in_place,fully_operational,fully_operational,,not_in_place,not_in_place,fully_operational,fully_operational,not_in_place,,partial,partial,partial,partial,partial,partial,,not_in_place,fully_operational,fully_operational,fully_operational,,not_available,risk_of_shortage,risk_of_shortage,risk_of_shortage,not_available,not_available,not_available,not_available,not_available,,partially_achieved,available_fully_achieved,not_available,available_fully_achieved,,not_available,sufficient_supplies,not_available,risk_of_shortage,,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,,not_available,not_available,not_available,not_available,not_available,,available,available,available,available,partially_available,not_available,not_available,not_available,,not_available,not_available,not_available,partially_available,partially_available,not_available,,partially_available,partially_available,partially_available,available,not_available,partially_available,,available,partially_available,partially_available,partially_available,not_available,available,,not_available,partially_available,partially_available,partially_available,available,not_available,,partially_available,partially_available,partially_available,not_available,not_available,not_available,,not_available,not_available,partially_available,available,not_available,not_available,232.5,266,6.75,5.5,2,5,2,7,2,4,2,5,2.5,6,3,4,1.5,9,2.5,4,1.5,4,3,5,0,5,8.5,27,16,44,38,102
115,115,Nicole hospital,"-1.046347, 153.958550",Southern,Bo,Virginia,Stevechester,community_health_post,---,government_public,---,peri_urban,yes,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,---,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,524,422,333,457,366,374,357,239,12,13,15,13,14,13,13,13,,not_completed,completed,not_completed,not_completed,not_completed,,not_displayed,not_displayed,not_displayed,not_displayed,not_displayed,not_displayed,displayed,,not_in_place,not_in_place,fully_operational,fully_operational,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,,not_in_place,not_in_place,not_in_place,not_in_place,,not_available,risk_of_shortage,sufficient_supplies,not_available,risk_of_shortage,not_available,not_available,not_available,sufficient_supplies,,partially_achieved,not_available,not_available,not_available,,risk_of_shortage,risk_of_shortage,not_available,risk_of_shortage,,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,,risk_of_shortage,risk_of_shortage,not_available,not_available,risk_of_shortage,,available,available,partially_available,,available,available,not_available,not_available,,available,available,partially_available,available,available,not_available,,available,not_available,available,available,partially_available,available,,available,available,available,available,available,available,,available,available,available,available,available,available,,available,available,available,not_available,not_available,available,,partially_available,available,available,available,not_available,available,434,334,13.25,13.25,1,5,1,7,2,4,0,5,0,6,0,4,3,9,0.5,4,1.5,4,4,5,1.5,5,10.5,27,32,44,46.5,102
116,116,Stephen hospital,"-79.9394455, -18.250342",Northern,Falaba,Tennessee,New James,mch_post,---,government_public,---,slum,yes,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,12,0,TBA and CHW,consultations hr triage_early_recognition chw,321,336,446,260,205,240,203,170,6,7,5,4,23,17,16,16,,not_completed,,not_completed,not_completed,not_completed,---,---,---,---,---,---,---,---,---,---,---,---,---,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,340.75,204.5,5.5,18,0,5,---,---,---,---,0,5,0,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,16
117,117,Deborah Clinic,"-18.4218415, 57.393155",Northern,Falaba,Tennessee,East Rebecca,community_health_centre,---,government_public,---,urban,no,3,9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,4,0,TBAs,consultations hr triage_early_recognition chw,523,698,452,272,1080,1193,581,448,40,25,22,15,89,36,53,29,,not_completed,not_completed,not_completed,not_completed,not_completed,---,---,---,---,---,---,---,---,---,---,---,---,---,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,486.25,825.5,25.5,51.75,0,5,---,---,---,---,0,5,0,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,16
118,118,Bradley MCHP,"74.3797165, -133.232495",Northern,Tonkolili,Missouri,Wileyborough,mch_post,---,government_public,---,peri_urban,no,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,11,0,Community Health Workers,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,181,216,233,197,124,128,133,134,12,10,8,8,15,9,17,11,,completed,partially_completed,partially_completed,not_completed,not_completed,,displayed,displayed,displayed,not_displayed,not_displayed,not_displayed,not_displayed,,partially_operational,partially_operational,fully_operational,fully_operational,,fully_operational,not_in_place,fully_operational,fully_operational,fully_operational,,not_in_place,partial,adequate,adequate,adequate,partial,,partially_operational,fully_operational,fully_operational,not_in_place,,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,,partially_achieved,partially_achieved,available_fully_achieved,not_available,,not_available,sufficient_supplies,risk_of_shortage,sufficient_supplies,,sufficient_supplies,risk_of_shortage,not_available,risk_of_shortage,risk_of_shortage,,risk_of_shortage,sufficient_supplies,risk_of_shortage,sufficient_supplies,not_available,,available,available,partially_available,partially_available,not_available,not_available,partially_available,partially_available,,available,not_available,not_available,not_available,partially_available,not_available,,partially_available,partially_available,partially_available,available,partially_available,not_available,,partially_available,available,available,available,available,available,,partially_available,available,available,not_available,available,not_available,,partially_available,partially_available,available,available,available,available,,not_available,not_available,available,not_available,not_available,not_available,206.75,129.75,9.5,13,2,5,3,7,3,4,4,5,4,6,2.5,4,4.5,9,2,4,2.5,4,2.5,5,2,5,13.5,27,23,44,55,102
119,119,---,"-1.1295695, -34.179477",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,56,5,53,34,23,3,45,656,12,1,415,12,45,4,45,45,,completed,partially_completed,completed,partially_completed,not_completed,,displayed,not_displayed,displayed,not_displayed,displayed,displayed,not_displayed,,fully_operational,partially_operational,fully_operational,partially_operational,---,---,---,---,---,---,,,,,,,,,,,,,,,,,,,,,,,,partially_achieved,available_fully_achieved,not_available,partially_achieved,,,,,,,sufficient_supplies,risk_of_shortage,sufficient_supplies,risk_of_shortage,not_available,,risk_of_shortage,sufficient_supplies,not_available,risk_of_shortage,,,available,partially_available,available,partially_available,not_available,partially_available,partially_available,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,37,181.75,110,34.75,3,5,4,7,3,4,---,---,0,---,0,4,0,9,2,4,0,4,3,5,1.5,5,6.5,27,---,---,,
120,120,Dustin CHP,"-14.4952295, -169.898491",Place,District,California,East Jennifer,community_health_post,---,private_for_profit,---,urban,yes,12,10,100,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,12,12,12,12,13,13,14,15,1,1,2,3,4,5,6,3,,partially_completed,partially_completed,partially_completed,partially_completed,partially_completed,,not_displayed,not_displayed,displayed,displayed,displayed,not_displayed,displayed,,partially_operational,partially_operational,fully_operational,partially_operational,---,---,---,---,---,---,,partial,adequate,adequate,partial,not_in_place,not_in_place,,not_in_place,partially_operational,fully_operational,partially_operational,,risk_of_shortage,risk_of_shortage,risk_of_shortage,sufficient_supplies,risk_of_shortage,sufficient_supplies,risk_of_shortage,not_available,risk_of_shortage,,partially_achieved,partially_achieved,partially_achieved,partially_achieved,,risk_of_shortage,sufficient_supplies,,not_available,,,risk_of_shortage,,,,,risk_of_shortage,,,risk_of_shortage,,,available,partially_available,,,,available,partially_available,available,,partially_available,,,,partially_available,available,,partially_available,,not_available,,available,available,,available,partially_available,,partially_available,,partially_available,,partially_available,available,available,,partially_available,partially_available,,available,available,,partially_available,,available,,partially_available,,,,,,12,13.75,1.75,4.5,2.5,5,4,7,2.5,4,---,---,2.5,6,2,4,5,9,2,4,1.5,4,0.5,5,0.5,5,9.5,27,---,---,,
121,121,Christopher Hospital/CHC,"-4.8507925, -126.898722",Nothern,Bombali,Delaware,Port Christopher,clinic,---,government_public,---,urban,yes,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,consultations hr surveillance,2,2,2,2,5,5,8,5,5,8,8,9,6,9,9,6,,partially_completed,not_completed,partially_completed,partially_completed,not_completed,---,---,---,---,---,---,---,---,,fully_operational,partially_operational,partially_operational,partially_operational,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,5.75,7.5,7.5,1.5,5,---,---,2.5,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4,9
122,122,Richard MCHP,"28.9353125, -68.439807",North-Western,Kambia,Mississippi,Lake Stephenhaven,mch_post,---,government_public,---,peri_urban,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,---,consultations hr information_education_communication surveillance triage_early_recognition chw isolation_physical_distancing infection_prevention_and_control logistics,330,324,401,403,249,150,190,188,8,9,11,6,10,9,16,16,,completed,completed,not_completed,not_completed,partially_completed,,not_displayed,not_displayed,not_displayed,displayed,not_displayed,not_displayed,not_displayed,,not_in_place,not_in_place,fully_operational,fully_operational,,not_in_place,not_in_place,not_in_place,partially_operational,not_in_place,,not_in_place,not_in_place,adequate,adequate,adequate,not_in_place,,not_in_place,not_in_place,not_in_place,not_in_place,,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,sufficient_supplies,,partially_achieved,not_available,not_available,partially_achieved,,sufficient_supplies,not_available,not_available,sufficient_supplies,,risk_of_shortage,not_available,sufficient_supplies,not_available,not_available,,not_available,not_available,risk_of_shortage,sufficient_supplies,not_available,,not_available,available,available,available,available,not_available,not_available,,,available,not_available,not_available,available,available,available,,available,not_available,available,available,available,available,,available,available,available,available,not_available,available,,not_available,available,available,available,available,not_available,,available,available,available,available,available,available,,available,available,available,available,not_available,not_available,364.5,194.25,8.5,12.75,2.5,5,1,7,2,4,0.5,5,3,6,0,4,7,9,1,4,2,4,1.5,5,0.5,5,12,27,30,44,51,102
